URL,Name,icon,Category,Contains ads,Price,developer,#Ratings,#Installs,Average rating,Rank,Developer rank,Color
/application/dfndr_security_antivirus_anti_hacking_cleaner/com.psafe.msuite,"dfndr security: antivirus, anti-hacking & cleaner",https://lh3.googleusercontent.com/7_4zZzC_4q692ydmWmm8kPdQ-JmwAggI3dNNesIcsNqhBrPNwAix4ZEz7ohh_WpZtvY,Tools,True,Free,PSafe,5817910,100000000.0,4.56,104.0,,#b9db57
/application/sonic_dash/com.sega.sonicdash,Sonic Dash,https://lh3.googleusercontent.com/qodgRiD8cfsKNSdj4pvKt3VVE94CaWIM5-y4PE5VdxPqEEuerhWahDIYCEk5DnMMd7Y,Game Arcade,True,Free,SEGA,4636760,100000000.0,4.61,106.0,,#b9db57
/application/kaspersky_mobile_antivirus_applock_web_security/com.kms.free,Kaspersky Mobile Antivirus: AppLock & Web Security,https://lh3.googleusercontent.com/Fyg6qTlRGSGmUSRF9uUJR5mgAUyWXntgmJ6NSJZNpHWonUts1lKPUo-O8LcdU_V2DA,Tools,False,Free,Kaspersky Lab,3238755,50000000.0,4.85,107.0,,#b9db57
/application/paytm_bhim_upi_money_transfer_mobile_recharge/net.one97.paytm,"Paytm - BHIM UPI, Money Transfer & Mobile Recharge",https://lh3.googleusercontent.com/k7yz57K2OxhNrPNKF2U18Zcv9rodOu7CfWh47U15FFUN8-_B0hQfXsM-BaLG0gOtvw,Shopping,True,Free,Paytm - One97 Communications Ltd.,6965652,100000000.0,4.49,108.0,,#b9db57
/application/angry_birds_2/com.rovio.baba,Angry Birds 2,https://lh3.googleusercontent.com/1E7bNZlxoQao5l4-QhS4DlOqaQDT7M7v4PWeHsLDuY6GGimVCNmUiFgdluPRsdVzAA,Game Casual,True,Free,Rovio Entertainment Corporation,5043436,100000000.0,4.58,109.0,6,#b9db57
/application/angry_birds_classic/com.rovio.angrybirds,Angry Birds Classic,https://lh3.googleusercontent.com/iOi6YJxQwMenT5UQWGPWTrFMQFm68IC4uKlFtARveZzVD5lTZ7fC47_rnnF7Tk48DpY,Game Arcade,True,Free,Rovio Entertainment Corporation,5686744,100000000.0,4.44,168.0,6,#69db57
/application/angry_birds_seasons/com.rovio.angrybirdsseasons,Angry Birds Seasons,https://lh3.googleusercontent.com/VZFDwO1ifn8JgpjEq3hykHgqP10DmWY_dF_CV5p-Pf-e10VeJ_36qpPnDWzvfj5mdQ,Game Arcade,True,Free,Rovio Entertainment Corporation,1681787,100000000.0,4.53,223.0,6,#57db94
/application/angry_birds_space/com.rovio.angrybirdsspace.ads,Angry Birds Space,https://lh3.googleusercontent.com/CXqjoN_u3sFyV_Z1M7E-4KmyI0tYe5FLHV5KosQC-0s5LsZuhm4omg-5nP6VBpIwilI,Game Arcade,True,Free,Rovio Entertainment Corporation,1255880,100000000.0,4.5,263.0,6,#57d3db
/application/angry_birds_go_/com.rovio.angrybirdsgo,Angry Birds Go!,https://lh3.googleusercontent.com/4TyI9HMIuIUUEk70cyOHJJSC-DIqZYkPCkCnnN2byzxLwsBg6D8I9Dag6XLU_Q-nag,Game Racing,True,Free,Rovio Entertainment Corporation,3879690,100000000.0,4.28,345.0,6,#5784db
/application/bad_piggies/com.rovio.BadPiggies,Bad Piggies,https://lh3.googleusercontent.com/WUXuQ9MrEYeU-blZesAEqdIIQv03OknruPCrNQGOxXop1pFZai0BWT4kKUqaz_rcpRiB,Game Puzzle,True,Free,Rovio Entertainment Corporation,1204835,50000000.0,4.48,455.0,6,#db579e
/application/grab_transport_food_delivery_payments/com.grabtaxi.passenger,"Grab - Transport, Food Delivery, Payments",https://lh3.googleusercontent.com/fWXojoO5RNgOz-lOsT2RCwQcaR2CNDyJK5EZ8da8uxAY0lQYko5TTLq7pyCxRcja-0YZohO0iGqrI90U_GOE,Maps & Navigation,False,Free,Grab Holdings,5562844,100000000.0,4.55,111.0,,#b9db57
/application/pokemon_go/com.nianticlabs.pokemongo,Pokémon GO,https://lh3.googleusercontent.com/wPfLmWBJwsPdBhsFXc8X4QZOOvePWjoOBLFXXCwyegjRwYOuabmG5cynthlW0HDgy9s,Game Adventure,False,Free,"Niantic, Inc.",12959798,100000000.0,4.21,113.0,,#b9db57
/application/criminal_case/com.prettysimple.criminalcaseandroid,Criminal Case,https://lh3.googleusercontent.com/SBiKTwZOvN5W903jCmndHVx1EmDK7zZKk8MDo4DGaHTYisSxXuITLI42N4eyF94cghg,Game Adventure,True,Free,Pretty Simple,4123525,100000000.0,4.61,114.0,,#b9db57
/application/wish_shopping_made_fun/com.contextlogic.wish,Wish - Shopping Made Fun,https://lh3.googleusercontent.com/IP5MF-rfxc4OadB0x1Oqre66hsIDixMzIOVLQ7mICWuYTgiQkxABCHcqVyqn0eo5f9wa,Shopping,False,Free,Wish Inc.,9327651,100000000.0,4.36,115.0,,#b9db57
/application/crossy_road/com.yodo1.crossyroad,Crossy Road,https://lh3.googleusercontent.com/QIHuKzTO13owbMqaIgcRkQcDnLB-jxAiWJTHKK0B1Q0m7pXnTeeF2BsnugVfJ0zZmrdX,Game Action,True,Free,HIPSTER WHALE,4394024,100000000.0,4.59,116.0,,#b9db57
/application/youcam_makeup_magic_selfie_cam_virtual_makeovers/com.cyberlink.youcammakeup,YouCam Makeup-Magic Selfie Cam & Virtual Makeovers,https://lh3.googleusercontent.com/sI5k9kS5jBsC8WIBUCBwe6jvk45WPECT-TbLiX5QtPJHw-oXzNyk-5JN2V4OZe_FaQ,Photography,True,Free,Perfect Mobile Corp.,3773858,100000000.0,4.62,118.0,2,#b9db57
/application/youcam_perfect_best_selfie_camera_photo_editor/com.cyberlink.youperfect,YouCam Perfect - Best Selfie Camera & Photo Editor,https://lh3.googleusercontent.com/XbwhY58-WVw7CE1UvpI4SmPYrMltt9nd0q4puBpOUasEPbof_6HLRTI4tie1-6tX1z0,Photography,True,Free,Perfect Mobile Corp.,1858079,100000000.0,4.54,211.0,2,#57db94
/application/joom_easy_shopping_fast_shipping/com.joom,"Joom. Easy shopping, fast shipping",https://lh3.googleusercontent.com/9rejlDV7rmxBhqgpPzTPozieMKzFH1c3L7ybosBPou6N4AriULYJGeEoBllF7RmNzVA,Shopping,False,Free,Joom,2594610,100000000.0,4.68,119.0,,#b9db57
/application/turbo_vpn_free_vpn_proxy_server_secure_service/free.vpn.unblock.proxy.turbovpn,Turbo VPN- Free VPN Proxy Server & Secure Service,https://lh3.googleusercontent.com/G7AkY7FY1XZQU8Xp_h5OGGovDxySJ2tLSlPxNRfl9E3lKDzyqY-2QYByz3CHovWRcg,Tools,True,Free,Innovative Connecting,3629404,100000000.0,4.62,122.0,,#b9db57
/application/lazada_online_shopping_deals/com.lazada.android,Lazada - Online Shopping & Deals,https://lh3.googleusercontent.com/jd8_g5VswG9twHsvylWXzRYnKhizIrMwndzeOpRvumjdyUr6PEAg9RW9-8ce-bT440xS,Shopping,False,Free,Lazada Mobile,5834066,100000000.0,4.51,124.0,,#b9db57
/application/hungry_shark_evolution/com.fgol.HungrySharkEvolution,Hungry Shark Evolution,https://lh3.googleusercontent.com/Sc2FEFd_FY3WBdouoFmLHocTM9dmsuC3bE-XFwpps9P2EAdjHDZvyzy1xD5KOMI8tO4,Game Arcade,True,Free,Ubisoft Entertainment,6670814,100000000.0,4.47,125.0,2,#b9db57
/application/hungry_shark_world/com.ubisoft.hungrysharkworld,Hungry Shark World,https://lh3.googleusercontent.com/3RlHMd8rmj5LsFhk_JJINWmVKTMNLFFfgA05aCBQpSxr_zAzO8_vhwebTvAw8pVgBXU,Game Arcade,True,Free,Ubisoft Entertainment,1601445,50000000.0,4.49,425.0,2,#c957db
/application/township/com.playrix.township,Township,https://lh3.googleusercontent.com/HPXuDis0OfxzHHAXhVJKBz17pkN_GNPFDv_gcpDz32H5iW8haZReHFwkTMTWNsWpKhiB,Game Casual,True,Free,Playrix,6976133,100000000.0,4.45,128.0,3,#b9db57
/application/homescapes/com.playrix.homescapes,Homescapes,https://lh3.googleusercontent.com/-mPOu6rWotI9ZLDVnvE3ZqKdTgEfaQaqD5SArpkYwlNJM0fOhJLRfJPpPWACHLezwIQ,Game Casual,True,Free,Playrix,7597087,100000000.0,4.36,163.0,3,#69db57
/application/gardenscapes/com.playrix.gardenscapes,Gardenscapes,https://lh3.googleusercontent.com/m3hdxp0acDuljE__EdVUzOa4asYccShN32E63XgjSR3ptRcB65Cw7jrQUYyWM41UDC0k,Game Casual,True,Free,Playrix,7698941,100000000.0,4.23,235.0,3,#57db94
/application/parallel_space_multiple_accounts_two_face/com.lbe.parallel.intl,Parallel Space - Multiple accounts & Two face,https://lh3.googleusercontent.com/2f_2HkoCGtyxmlAJf_elzlOzCogXpLsdNNZuCvv3mjkDXX81AlHVXItILvluQxTzams,Personalization,True,Free,LBE Tech,4249844,100000000.0,4.58,129.0,,#b9db57
/application/go_keyboard_cute_emojis_themes_and_gifs/com.jb.emoji.gokeyboard,"GO Keyboard - Cute Emojis, Themes and GIFs",https://lh3.googleusercontent.com/izhM-kqNzCvURqK5JeVJkBE4_ASzcagcHysVJtGBXQC5XDkkXRm5lfjTwbUQY51kh063,Tools,True,Free,Best Free Video Editor & Video Maker Dev,4749535,100000000.0,4.55,131.0,5,#b9db57
/application/z_camera_photo_editor_beauty_selfie_collage/com.jb.zcamera,"Z Camera - Photo Editor, Beauty Selfie, Collage",https://lh3.googleusercontent.com/2oHkLfpC3TxZMicX6rVmyZLU_PnPa9URFdgdTuxjRRrFTl-_jOgtsg3len4PHUrg07SF,Photography,True,Free,Best Free Video Editor & Video Maker Dev,1149591,100000000.0,4.6,200.0,5,#57db94
/application/go_sms_pro_messenger_free_themes_emoji/com.jb.gosms,"GO SMS Pro - Messenger, Free Themes, Emoji",https://lh3.googleusercontent.com/FmpyPzDDi7unF9-GOruljrh-1zVjatcvEOmnanlVRKsoExiiwFK_H5JuJEia9QgWcbo,Communication,True,Free,Best Free Video Editor & Video Maker Dev,2924077,100000000.0,4.46,229.0,5,#57db94
/application/go_keyboard_lite_emoji_keyboard_free_theme_gif/com.jb.gokeyboard,"GO Keyboard Lite - Emoji keyboard, Free Theme, GIF",https://lh3.googleusercontent.com/7uOepJc8lw0oNbxYfNl0_xmlltZ10PWcPt1pXd4r6DEnui87D78ePWfcP7HAWP9uE3E,Personalization,True,Free,Best Free Video Editor & Video Maker Dev,2629613,100000000.0,4.45,249.0,5,#57db94
/application/s_photo_editor_collage_maker_photo_collage/com.steam.photoeditor,"S Photo Editor - Collage Maker, Photo Collage",https://lh3.googleusercontent.com/mzfL1duVl1bonT6dxbgCLEL9q4lSqPWD0LQ4BDCHCWjQQ6lwRLCbF_4Uad_KduHptUE,Photography,True,Free,Best Free Video Editor & Video Maker Dev,982272,100000000.0,4.49,286.0,5,#57d3db
/application/banana_kong/com.fdgentertainment.bananakong,Banana Kong,https://lh3.googleusercontent.com/00MfZ5jenY_XH8v8LCOyNM3jf6B8klFZT-a3xEuEiZZUiGZc2Ah_XJqXR6lzKVZ_RF0,Game Action,True,Free,FDG Entertainment GmbH & Co.KG,4095050,100000000.0,4.58,133.0,2,#b9db57
/application/red_ball_4/com.FDGEntertainment.redball4.gp,Red Ball 4,https://lh3.googleusercontent.com/_2RsmTzfPHkBeSmDVOzgKaSQGLNqYep9mRsuYErzIcQslzAt_0hQDgoP4wJCwvMJkizT,Game Arcade,True,Free,FDG Entertainment GmbH & Co.KG,1912127,100000000.0,4.42,304.0,2,#5784db
/application/lark_player_free_mp3_music_youtube_player/com.dywx.larkplayer,Lark Player - Free MP3 Music & YouTube Player,https://lh3.googleusercontent.com/Xvp9htf1SKUeW7PzBLq46oZkJtF8HLS7f5J7OP7kjyzZwETp2eME_RVrdEoFR_rbWw,Music & Audio,True,Free,Mobiuspace Tech Top Player,1307169,100000000.0,4.72,134.0,,#b9db57
/application/apus_launcher_theme_wallpaper_hide_apps/com.apusapps.launcher,"APUS Launcher - Theme, Wallpaper, Hide Apps",https://lh3.googleusercontent.com/LxpVFsH_3g72-ohVCl1vquRpBqAmK9EPCq7f5cJ2okVreneKm1T76J9VuWVDJLLhIA,Personalization,True,Free,APUS Group,5863178,100000000.0,4.49,136.0,,#b9db57
/application/quik_free_video_editor_for_photos_clips_music/com.stupeflix.replay,"Quik – Free Video Editor for photos, clips, music",https://lh3.googleusercontent.com/Oa9Ebni1SteorGz-yg3Yc59Y1-5IBmRj4Q831UH0_SUctu7v-7G1Dj-lYArXXLO7pw,Video Players,False,Free,GoPro,1265642,100000000.0,4.72,137.0,,#b9db57
/application/myjio_for_everything_jio/com.jio.myjio,MyJio: For Everything Jio,https://lh3.googleusercontent.com/W6-GRr_DiVmMphLSzsH2Z2fGMdlM8ZLjNhKS93ALvLO3Dkfl6RejtMqlARBoA2dCw0Y,Productivity,False,Free,Reliance Corporate IT Park Limited,7422457,100000000.0,4.41,141.0,,#b9db57
/application/jetpack_joyride/com.halfbrick.jetpackjoyride,Jetpack Joyride,https://lh3.googleusercontent.com/yxl41LNRYbeJhnzAVvLivJ7H2DZ0hUoTm37aVCirQQInwVRMK9MWv0zQrxXLZKJWBSw,Game Arcade,True,Free,Halfbrick Studios,4829330,100000000.0,4.53,142.0,2,#b9db57
/application/fruit_ninja/com.halfbrick.fruitninjafree,Fruit Ninja®,https://lh3.googleusercontent.com/eJ9OJnbRer1jjg5ZeNAnTXKcGd2B_NEqxCp2UsefcCABeFBaj_pNl_WKYBjup2GVGGc,Game Arcade,True,Free,Halfbrick Studios,5230036,100000000.0,4.39,203.0,2,#57db94
/application/yahoo_mail_organized_email/com.yahoo.mobile.client.android.mail,Yahoo Mail – Organized Email,https://lh3.googleusercontent.com/YtGn2T9ADy5Hs4cKVoDgGb7fPuMkdXVcszVE1oiozfE4AxhDNq0RkwajYs1FxcrMDpw,Communication,True,Free,Yahoo,4950008,100000000.0,4.52,143.0,,#b9db57
/application/real_racing_3/com.ea.games.r3_row,Real Racing  3,https://lh3.googleusercontent.com/UZ6x6WsIq6E2h9IFIQYgWX0nxOuCX8EHy9P32dD72awbUw9ZbHVZB-URQ_ffSOQ4k8A,Game Racing,False,Free,ELECTRONIC ARTS,6322481,100000000.0,4.45,144.0,6,#b9db57
/application/plants_vs_zombiestm_2_free/com.ea.game.pvz2_row,Plants vs Zombies™ 2 Free,https://lh3.googleusercontent.com/dosn2MVc2U225nSTXavl2a4duoyKao82tbXfkzAU1zL33DXy5l5YU9uhEeKGZ_PU7Sep,Game Casual,True,Free,ELECTRONIC ARTS,6398342,100000000.0,4.42,159.0,6,#69db57
/application/plants_vs_zombies_free/com.ea.game.pvzfree_row,Plants vs. Zombies FREE,https://lh3.googleusercontent.com/fK7Va6zSVFjjxlWPG88yBLTQBKaoBzxV0ptcP8h8RW9vFt3M6Tix0xXk4UZAJl15mA,Game Strategy,True,Free,ELECTRONIC ARTS,4665209,100000000.0,4.37,234.0,6,#57db94
/application/simcity_buildit/com.ea.game.simcitymobile_row,SimCity BuildIt,https://lh3.googleusercontent.com/NjY2t_-8AxJIOrZbQ0MZXF2LiyfKqyyfB9R1jzwm-GH2p6pFe-0Ax0dhWUJDg_vekcY,Game Simulation,True,Free,ELECTRONIC ARTS,4904313,50000000.0,4.42,318.0,6,#5784db
/application/the_simpsonstm_tapped_out/com.ea.game.simpsons4_row,The Simpsons™:  Tapped Out,https://lh3.googleusercontent.com/9p0DVGJIRODbqp1BklBaHVF_oxsRGaPFw3_oEW4SviLjiyEUgATnL41TpZldDxsyhZR3,Game Casual,False,Free,ELECTRONIC ARTS,3998338,100000000.0,4.25,380.0,6,#7957db
/application/ea_sports_ufc/com.ea.game.easportsufc_row,EA SPORTS UFC®,https://lh3.googleusercontent.com/vn5LTXi4Jz4MfwysHoAKgij63rZwtblP7eXRWKlmqqweGSuw3v5h-MKvXxHeYfrjVQ,Game Sports,False,Free,ELECTRONIC ARTS,2799595,50000000.0,4.39,468.0,6,#db579e
/application/smash_hit/com.mediocre.smashhit,Smash Hit,https://lh3.googleusercontent.com/Fjkmw0dBQ47oRI89hn8-rdkqpM4oKJ5_ht5tmye99msvCMd-Xz25fs5zQCiqJoINIZg,Game Arcade,False,Free,Mediocre,4434067,100000000.0,4.54,145.0,,#b9db57
/application/opera_mini_fast_web_browser/com.opera.mini.native,Opera Mini - fast web browser,https://lh3.googleusercontent.com/OMqej9WONG1l8CXOgFH58XV1cGRgTcJxeffDiEXmkjkfLPK-g680lkzXGhJ7VMTmII4,Communication,True,Free,Opera,6732140,100000000.0,4.43,146.0,2,#b9db57
/application/opera_browser_with_free_vpn/com.opera.browser,Opera browser with free VPN,https://lh3.googleusercontent.com/tkwW6uWRyX7Weduiqz8y26b-ks4NTQjtILg50srjSuN1c2UZj3mxpWD2cBme51gp6Q,Communication,True,Free,Opera,3139362,100000000.0,4.6,148.0,2,#b9db57
/application/soundcloud_music_audio/com.soundcloud.android,SoundCloud - Music & Audio,https://lh3.googleusercontent.com/lvYCdrPNFU0Ar_lXln3JShoE-NaYF_V-DNlp4eLRZhUVkj00wAseSIm-60OoCKznpw,Music & Audio,True,Free,SoundCloud,4332275,100000000.0,4.54,149.0,,#b9db57
/application/likee_formerly_like_video/video.like,Likee - Formerly LIKE Video,https://lh3.googleusercontent.com/i0mKBU9rHdZX1UOb6OOGIQ3HJweX2__QGYUW8bzaiVfg32KaXdPoDLnvcFfrhFHjYIQ,Video Players,False,Free,BIGO TECHNOLOGY PTE. LTD.,5323457,100000000.0,4.49,151.0,2,#69db57
/application/bigo_livelive_stream_video_chat_make_friends/sg.bigo.live,"BIGO LIVE–Live Stream, Video Chat, Make Friends",https://lh3.googleusercontent.com/UMdj2u413EpQONRhwxEJrkDBSNCu78VwzPK6VkChFgwE9hzKMfoZoPLPisBckbtnSw,Social,False,Free,BIGO TECHNOLOGY PTE. LTD.,3668644,100000000.0,4.49,192.0,2,#69db57
/application/tiktok/com.ss.android.ugc.trill,TikTok,https://lh3.googleusercontent.com/2kdv4gGWKchMkThhxMYlWlkSouhx6BP50X1b7O7_Yl78fFCitAe3t4hLACuCyC9tsJA,Video Players,False,Free,TikTok Pte. Ltd.,5194981,100000000.0,4.49,154.0,,#69db57
/application/linkedin_jobs_business_news_social_networking/com.linkedin.android,"LinkedIn: Jobs, Business News & Social Networking",https://lh3.googleusercontent.com/fqYJHtyzZzA4vacRzeJoB93QNvA5-mvR-8UB5oVLxdYDSTpfLp_KgYD4IqVGJUgFEJo,Business,True,Free,LinkedIn,1581247,500000000.0,4.3,155.0,,#69db57
/application/bitmoji/com.bitstrips.imoji,Bitmoji,https://lh3.googleusercontent.com/TdM1HpnaHHY3MIGHt_gEzrP85nTdCcWxfqG4S5223aslDu8IzksaDOs72ISMyHRi6V8,Entertainment,False,Free,Bitstrips,3094770,100000000.0,4.59,156.0,,#69db57
/application/deezer_music_player_songs_playlists_podcasts/deezer.android.app,"Deezer Music Player: Songs, Playlists & Podcasts",https://lh3.googleusercontent.com/r55K1eQcji3QMHRKERq6zE1-csoh_MTOHiKyHTuTOblhFi_rIz06_8GN5-DHUGJOpn79,Music & Audio,True,Free,Deezer Mobile,2073039,100000000.0,4.64,157.0,,#69db57
/application/cut_the_rope_2/com.zeptolab.ctr2.f2p.google,Cut the Rope 2,https://lh3.googleusercontent.com/PQyO6Hf-r7IW41-oKxdSrJ5fSsdbOLuJEGmw1CVirqDQS1cs9dhDBc1aFdp-nkgMyJpu,Game Puzzle,True,Free,ZeptoLab,2262375,100000000.0,4.63,158.0,4,#69db57
/application/cut_the_rope_full_free/com.zeptolab.ctr.ads,Cut the Rope FULL FREE,https://lh3.googleusercontent.com/8hBtAlIHv8Ga1TeFVlCNxk1-pw4eKKyGWs0FsmI0mmIvl0iJ512PQQVQB0o90afWkV8,Game Puzzle,True,Free,ZeptoLab,2434228,100000000.0,4.6,167.0,4,#69db57
/application/cut_the_rope_time_travel/com.zeptolab.timetravel.free.google,Cut the Rope: Time Travel,https://lh3.googleusercontent.com/cOeXa7SPn_mFnsUwlxrgNGTvEbO2-vfk4QCRgtjq9DX8VbYG9mnELwsAo5ACOd7ywpIi,Game Puzzle,True,Free,ZeptoLab,1092090,50000000.0,4.64,298.0,4,#57d3db
/application/cats_crash_arena_turbo_stars/com.zeptolab.cats.google,CATS: Crash Arena Turbo Stars,https://lh3.googleusercontent.com/h_1l8EqfR00UdGJmf_oJ9zwgNHSCL0Ag1YZHuqn63dkiw50W8x0wITiYrWnD70NS50Y,Game Action,True,Free,ZeptoLab,2450256,50000000.0,4.53,331.0,4,#5784db
